fund_name,manager_name,vintage_year,strategy,geography,irr,tvpi,dpi,nav,commitment,paid_in,distributions,fund_size,source_name,source_file,source_page,raw_text,data_quality_flag,irr_numeric,tvpi_numeric,dpi_numeric,irr_vintage_percentile,irr_vintage_quartile,tvpi_vintage_percentile,tvpi_vintage_quartile,dpi_vintage_percentile,dpi_vintage_quartile,irr_quartile_score,tvpi_quartile_score,dpi_quartile_score,overall_quartile_score,overall_vintage_quartile,vintage_benchmark_label,internal_score,allocator_memo_short
Helia Renovables IV,Helia Renovables,,buyout,europe,,,,,,,,€ 213,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,€ 250 | Demeter Climate Infrastructure Fund | € 250 | Helia Renovables IV | € 213 | Modus Clean Energy Infrastructure Fund | € 200 | ABN AMRO Energy Transition Fund | € 200,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Helia Renovables IV by Helia Renovables is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Hg Genesis 11,Hg Genesis 11,,buyout,europe,,,,,,,,€7.5bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,CVC Capital Partners IX €26.8bn Advent International GPE XI $26.0bn EQT XI €23.0bn Permira IX €17.0bn Cinven VIII €13.3bn Hg Saturn 4 $12.0bn Apax Partners XII $12.0bn Nordic Capital Fund XII €10.0bn ICG Europe Fund IX €10.0bn Vitruvian Investment Partners VI €8.0bn PAI Partners IX €8.0bn Carlyle Europe Partners VI €7.5bn Hg Genesis 11 €7.5bn KKR Europe Fund VI $7.3bn Bridgepoint Europe VII €7.0bn,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Hg Genesis 11 by Hg Genesis 11 is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Hg Mercury 5,Hg Mercury 5,,buyout,europe,,,,,,,,€2.5bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,Hg Mercury 5 €2.5bn GHO Capital IV €2.5bn Ufenau Fund VIII €2.1bn Castik Capital III €2.0bn Nordic Capital Evolution Fund II €2.0bn IK Small Cap IV Fund €2.0bn Main Capital VIII €1.9bn BlackFin Financial Services Fund IV €1.9bn Thoma Bravo Europe Fund €1.8bn Inflexion Partnership Capital III £1.8bn Seven2 MidMarket XI €1.6bn Ambienta IV €1.6bn Rivean Capital Fund VII €1.6bn H.I.G. Europe Capital Partners IV €1.6bn Stirling Square Fifth Fund €1.6bn Livingbridge 8 €1.5bn Charterhouse Capital Partners XII €1.5bn Summit Partners Europe Growth IV €1.4bn Astorg Mid-Cap I €1.3bn Apheon MidCap Buyout VI €1.3bn PAI Mid-Market Fund II €1.2bn Chequers Capital XVIII €1.2bn Investindustrial Growth III €1.1bn Eurazeo PME IV €1.0bn STAR IV €1.0bn MML Partnership Capital Fund VIII €1.0bn Marlin Heritage Europe III €1.0bn Epiris Fund III £1.0bn One Peak Growth IV $1.0bn Trilantic Europe VI €925m Exponent Private Equity Partners V £900m Aspirity Partners I €875m KLAR Partners II €870m Triton Smaller Mid-Cap Fund II €817m Bregal Milestone III €800m G Square Capital V €800m L Catterton Europe V €800m Charme Fund IV €780m Freshstream Fund II €762m Fremman II €750m Preservation Capital Partners Fund III €700m Med - MED IV €650m Riverside Europe Fund VII €600m Argos Mid-Market IX €600m A3C Fund I €600m Volpi Capital Fund III €428m,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Hg Mercury 5 by Hg Mercury 5 is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Hg Saturn 4,Hg Saturn 4,,buyout,europe,,,,,,,,$12.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,CVC Capital Partners IX €26.8bn Advent International GPE XI $26.0bn EQT XI €23.0bn Permira IX €17.0bn Cinven VIII €13.3bn Hg Saturn 4 $12.0bn Apax Partners XII $12.0bn Nordic Capital Fund XII €10.0bn ICG Europe Fund IX €10.0bn Vitruvian Investment Partners VI €8.0bn PAI Partners IX €8.0bn Carlyle Europe Partners VI €7.5bn Hg Genesis 11 €7.5bn KKR Europe Fund VI $7.3bn Bridgepoint Europe VII €7.0bn,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Hg Saturn 4 by Hg Saturn 4 is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
HitecVision New Energy Fund 2,HitecVision New Energy Fund 2,,buyout,europe,,,,,,,,€1.5bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,Nordics Altor Fund VI €3.0bn FSN Capital VII €2.3bn Verdane Capital Freya XII €1.95bn Adelis Equity Partners IV €1.6bn HitecVision New Energy Fund 2 €1.5bn Norvestor IX €1.5bn Axcel VII €1.3bn Fidelio Capital III €1.1bn Verdane Edda III €1.1bn Impilo II €700m Monterro IV €700m Verdane Idun II (Impact Fund) €700m Polaris VI TBC GRO Capital IV TBC Creandum VII €500m FSN Compass I €410m Procuritas Capital Investors VII €407m Intera Fund IV €335m Alder Fund III SEK 3.2bn Celero Capital I €275m Priveq Investment Fund VII SEK 3.0bn DevCo IV €260m Equip Capital Fund II NOK 3.0bn Vaaka Partners Buyout IV €250m VIA Equity Fund V €250m Solix IV €500m Sponsor Fund VI €231m Systematic Growth Fund IV €215m Accent Equity Fund VII SEK 2.25bn Consolid Equity Fund €200m CapMan Buyout XI €190m Catacap III €190m eEquity Fund V SEK 2.0bn Longship Fund III NOK 2.1bn MVI Equity Fund III SEK 2.0bn Valedo Partners Fund IV SEK 2.0bn MB Equity Fund VI €173m Capidea Kapital IV €168m Gro Generation I €150m Monterro G1 €150m Standout Capital II SEK 1.65bn Ceder Capital 3 SEK 1.5bn Blue Equity III DKK 750m Ampilo I SEK 667m,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"HitecVision New Energy Fund 2 by HitecVision New Energy Fund 2 is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
HitecVision New Energy Fund II,HitecVision New Energy Fund,,buyout,europe,,,,,,,,"€ 1,500",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Infrastructure-Renewables and Energy Transition (Core+ & Value- Add) ALTÉRRA Acceleration $ 30,000 Brookfield Global Transition Fund 2 $ 20,000 CIP V € 12,000 TPG Rise Climate II $ 8,000 BlackRock Global ET Megatrend Fund $ 7,500 KKR Global Climate Fund $ 7,000 BlackRock Global Renewable Power IV $ 7,000 ECP VI $ 5,000 Qualitas Energy VI € 3,250 CIP Growth Markets Fund II $ 3,000 CIP Energy Transition Fund I € 3,000 Ares Climate Infrastructure Partners II $ 3,000 Vision Ridge Sustainable Asset Fund IV $ 2,500 ISQ Energy Transition Fund $ 2,000 Sandbrook Climate InfraFund II $ 2,000 Hy24 Clean H2 Infra Fund € 2,000 Nuveen Clean Energy Fund Europe IV € 2,000 Carlyle R&S Energy Fund II $ 1,600 NextPower V ESG $ 1,500 Ara Energy Fund $ 1,500 Just Climate Fund I $ 1,500 HitecVision New Energy Fund II € 1,500 Omnes Capenergie 5 € 1,350 Foresight Energy Infra Partners II € 1,250 Infranode II € 1,220 Infragreen V € 1,200 Antin Infrastructure NextGen Fund I € 1,200 Rockland Power Partners V $ 1,200 Altor ACT I € 1,129 Pioneer Infrastructure Partners II € 1,100 EIG Energy Transition Fund II € 1,000 Equitix Sustainable Greenfield Fund € 1,000 Frontier Renewables European Fund I € 1,000 Vesper Next Gen Infrastructure Fund I € 800 SUSI Energy Transition Fund (OECD) € 800 CIP Advanced Bioenergy Fund I € 750 Glentra Fund I € 565 Slate Cities and Communities Infra Fund $ 550 Alantra Titan Fund € 525 White Summit Decarb Infra Fund II € 500 Reichmuth Next Gen Mobility € 500 Tikehau Green Assets I € 500 Octopus Energy Transition Fund (OETF) £ 500 Zouk Capital Fund IV € 500 Equitix UK Electricity Storage Fund € 500 Greencoat Bioenergy I £ 500 Everwood Photovoltaic V € 500 FIEE Italian Energy Efficiency Fund III € 400 Algebris Green Transition Fund € 380 Crédit Mutuel Siloé Infrastructures € 350 Capital Dynamics Clean Energy Fund X $ 315 Serena Infra II € 300 SC Climate Impact Fund III € 300 KGAL ESPF 6 € 250 Andera Smart Infra € 233 Asper Dhuk £ 220 EOS Next Transition Fund II € 200 VLC Renewables Fund 1 € 200 Niam Infrastructure I € 133 Apollo Clean Transition Equity Partners II TBC Actis Energy 6 TBC EQT Transition Infrastructure TBC Blackstone Energy Transition Partners V TBC Eurazeo Transition Infrastructure Fund II TBC",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"HitecVision New Energy Fund II by HitecVision New Energy Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Holland Capital Growth & Buyout Fund V,Holland Capital,,buyout,europe,,,,,,,,€225m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Main Capital VIII €1,900m Rivean Capital Fund VII €1,650m Apheon MidCap Buyout Fund VI €1,250m Parcom Buyout Fund VII €960m Apheon (Ergon Capital Partners V) €800m Gilde Healthcare VI €740m Gilde Healthcare VI €740m IceLake Capital Fund III €700m Bencis Buyout Fund VI €625m Avedon IV €600m Gilde Equity Management Benelux VI €600m Vendis Capital IV €525m Main Foundation II €507m Quadrum Investment Fund IV €425m Fortino Capital PE II €377m Capital A Fund IV €358m HPE Growth Fund III €350m Nordian Fund III €320m Gilde Healthcare Climate Solutions Fund €300m H2 Equity Partners Fund VII €300m Mentha Capital VII €264m 365 Capital Fund II €255m Sofindev VI €250m Nyver Capital Management €250m Torqx Capital Partners Fund II €230m Holland Capital Growth & Buyout Fund V €225m M80 Capital Comm. V €210m Synergia Capital Fund VI €200m Strada Partners Fund I €200m Syntagma Capital I €200m NewPort Buyout Fund III €200m D2E III €170m Connected Capital & Partners Fund II €154m Vortex Capital Partners Buyout Fund IV €145m Fields Fund III €140m Lexar Partners Fund II €120m One Two Capital €100m Foreman TBD",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Holland Capital Growth & Buyout Fund V by Holland Capital is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Horizon Capital III,Horizon Capital,,buyout,europe,,,,,,,,£245m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,UK Pollen Street Capital Fund VI €1.8bn ECI 13 £1.3bn Inflexion Enterprise Fund VI £975m Tenzing Private Equity IV £909m Bowmark Capital Partners VII £900m Synova Capital Fund VI £875m Hayfin PES III €750m CBPE Capital Partners XI £714m Balderton Capital IX $615m Graphite Capital Partners X £600m Phoenix Insight Fund III £500m Mayfair Equity Partners Fund III £500m Cutting Edge Fund II $500m Kester Capital Fund IV £425m Growth Capital Partners Fund VI £411m Livingbridge Enterprise 4 £400m Sovereign Capital VI £400m BlueGem IV €400m Osprey Fund I €400m Goldenpeak Fund I £375m Elysian Capital III £325m Queen's Park Equity Partners II £305m Apposite Healthcare IV £300m Blixt Fund II £300m Scottish Equity Partners VII £276m Mobeus Fund III £250m FPE Fund IV £250m Cow Corner Fund 2 £250m Ansor Fund III £250m MML Enterprise Fund II £250m NorthEdge Capital Fund III £250m Rubicon Partners VI £250m Palatine Private Equity Fund V £250m Horizon Capital III £245m Apiary Capital Fund II £240m WestBridge Fund III £220m Harwood Private Equity VI £200m Alcuin Fund VI £200m Beech Tree Private Equity IV £175m Vespa Capital III £151m Aliter Capital II £134m Key Capital Partners III £125m Hypha Fund I £118m Piper Private Equity VII £105m,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Horizon Capital III by Horizon Capital is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Hy24 Clean H2 Infra Fund,Hy24 Clean H2 Infra Fund,,buyout,europe,,,,,,,,"€ 2,000",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Infrastructure-Renewables and Energy Transition (Core+ & Value- Add) ALTÉRRA Acceleration $ 30,000 Brookfield Global Transition Fund 2 $ 20,000 CIP V € 12,000 TPG Rise Climate II $ 8,000 BlackRock Global ET Megatrend Fund $ 7,500 KKR Global Climate Fund $ 7,000 BlackRock Global Renewable Power IV $ 7,000 ECP VI $ 5,000 Qualitas Energy VI € 3,250 CIP Growth Markets Fund II $ 3,000 CIP Energy Transition Fund I € 3,000 Ares Climate Infrastructure Partners II $ 3,000 Vision Ridge Sustainable Asset Fund IV $ 2,500 ISQ Energy Transition Fund $ 2,000 Sandbrook Climate InfraFund II $ 2,000 Hy24 Clean H2 Infra Fund € 2,000 Nuveen Clean Energy Fund Europe IV € 2,000 Carlyle R&S Energy Fund II $ 1,600 NextPower V ESG $ 1,500 Ara Energy Fund $ 1,500 Just Climate Fund I $ 1,500 HitecVision New Energy Fund II € 1,500 Omnes Capenergie 5 € 1,350 Foresight Energy Infra Partners II € 1,250 Infranode II € 1,220 Infragreen V € 1,200 Antin Infrastructure NextGen Fund I € 1,200 Rockland Power Partners V $ 1,200 Altor ACT I € 1,129 Pioneer Infrastructure Partners II € 1,100 EIG Energy Transition Fund II € 1,000 Equitix Sustainable Greenfield Fund € 1,000 Frontier Renewables European Fund I € 1,000 Vesper Next Gen Infrastructure Fund I € 800 SUSI Energy Transition Fund (OECD) € 800 CIP Advanced Bioenergy Fund I € 750 Glentra Fund I € 565 Slate Cities and Communities Infra Fund $ 550 Alantra Titan Fund € 525 White Summit Decarb Infra Fund II € 500 Reichmuth Next Gen Mobility € 500 Tikehau Green Assets I € 500 Octopus Energy Transition Fund (OETF) £ 500 Zouk Capital Fund IV € 500 Equitix UK Electricity Storage Fund € 500 Greencoat Bioenergy I £ 500 Everwood Photovoltaic V € 500 FIEE Italian Energy Efficiency Fund III € 400 Algebris Green Transition Fund € 380 Crédit Mutuel Siloé Infrastructures € 350 Capital Dynamics Clean Energy Fund X $ 315 Serena Infra II € 300 SC Climate Impact Fund III € 300 KGAL ESPF 6 € 250 Andera Smart Infra € 233 Asper Dhuk £ 220 EOS Next Transition Fund II € 200 VLC Renewables Fund 1 € 200 Niam Infrastructure I € 133 Apollo Clean Transition Equity Partners II TBC Actis Energy 6 TBC EQT Transition Infrastructure TBC Blackstone Energy Transition Partners V TBC Eurazeo Transition Infrastructure Fund II TBC",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Hy24 Clean H2 Infra Fund by Hy24 Clean H2 Infra Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Hypha Fund I,Hypha Fund,,buyout,europe,,,,,,,,£118m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,UK Pollen Street Capital Fund VI €1.8bn ECI 13 £1.3bn Inflexion Enterprise Fund VI £975m Tenzing Private Equity IV £909m Bowmark Capital Partners VII £900m Synova Capital Fund VI £875m Hayfin PES III €750m CBPE Capital Partners XI £714m Balderton Capital IX $615m Graphite Capital Partners X £600m Phoenix Insight Fund III £500m Mayfair Equity Partners Fund III £500m Cutting Edge Fund II $500m Kester Capital Fund IV £425m Growth Capital Partners Fund VI £411m Livingbridge Enterprise 4 £400m Sovereign Capital VI £400m BlueGem IV €400m Osprey Fund I €400m Goldenpeak Fund I £375m Elysian Capital III £325m Queen's Park Equity Partners II £305m Apposite Healthcare IV £300m Blixt Fund II £300m Scottish Equity Partners VII £276m Mobeus Fund III £250m FPE Fund IV £250m Cow Corner Fund 2 £250m Ansor Fund III £250m MML Enterprise Fund II £250m NorthEdge Capital Fund III £250m Rubicon Partners VI £250m Palatine Private Equity Fund V £250m Horizon Capital III £245m Apiary Capital Fund II £240m WestBridge Fund III £220m Harwood Private Equity VI £200m Alcuin Fund VI £200m Beech Tree Private Equity IV £175m Vespa Capital III £151m Aliter Capital II £134m Key Capital Partners III £125m Hypha Fund I £118m Piper Private Equity VII £105m,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Hypha Fund I by Hypha Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
ICG Europe Fund IX,ICG Europe Fund,,buyout,europe,,,,,,,,€10.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,CVC Capital Partners IX €26.8bn Advent International GPE XI $26.0bn EQT XI €23.0bn Permira IX €17.0bn Cinven VIII €13.3bn Hg Saturn 4 $12.0bn Apax Partners XII $12.0bn Nordic Capital Fund XII €10.0bn ICG Europe Fund IX €10.0bn Vitruvian Investment Partners VI €8.0bn PAI Partners IX €8.0bn Carlyle Europe Partners VI €7.5bn Hg Genesis 11 €7.5bn KKR Europe Fund VI $7.3bn Bridgepoint Europe VII €7.0bn,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"ICG Europe Fund IX by ICG Europe Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
ICG Infrastructure Fund II,ICG Infrastructure Fund,,buyout,europe,,,,,,,,"€ 3,150",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Infrastructure-Generalist (Core+ & Value-Add) Brookfield Infrastructure Fund V $ 28,000 Global Infrastructure Partners V $ 25,200 EQT Infrastructure VI € 21,500 KKR Global Infrastructure Investors V $ 20,000 Stonepeak Infrastructure Partners V $ 15,000 ISQ Global Infrastructure Fund IV $ 15,000 Ardian Infrastructure Fund VI € 11,500 Antin Infrastructure Partners V € 10,200 DSE Infratech II $ 10,000 Partners Group Direct Infrastructure IV $ 8,000 Macquarie European Infra Fund VII € 8,000 InfraVia European Fund VI € 7,500 Macquarie Infrastructure Partners VI $ 6,800 DWS Pan-European Infra Fund IV $ 4,314 North Haven Infrastructure Partners IV $ 4,100 Igneo European Diversified Infra Fund IV € 4,000 West Street Infrastructure Partners IV $ 4,000 iCON Infrastructure Partners VII $ 3,669 Asterion Industrial Infra Fund III € 3,400 Stonepeak Opportunities Fund $ 3,150 ICG Infrastructure Fund II € 3,150 Arcus European Infrastructure Fund 4 € 3,000 Basalt Infrastructure Partners IV $ 2,700 Northleaf Infra Capital Partners IV $ 2,600 Apollo Infra Opportunities Fund III $ 2,250 Antin Infrastructure Mid Cap I € 2,200 Tiger Infrastructure Partners Fund IV $ 1,500 Investcorp Corsair Infra Partners Fund I $ 1,500 InfraRed Infrastructure Fund VII $ 1,500 Quaero European Infrastructure Fund III € 1,409 Ancala Infrastructure Fund III € 1,400 Infracapital Greenfield Infra Fund II £ 1,250 Infracapital Partners IV € 1,200 Swiss Life Global Infra Opps Growth II € 1,000 UBS Archmore International Infra III $ 1,000 Alinda Infrastructure Fund IV $ 1,000 Marguerite III € 700 PATRIZIA European Infra Fund III € 600 Ara Infrastructure Fund I $ 500 Union Investment Infra Fund II € 442 Meanings Infrastructure Fund € 400 CapMan Nordic Infrastructure II € 375 Aberdeen Global Infra Partners III $ 368 DIF Value-Add IV TBC Cube Infrastructure Fund IV TBC Carlyle Global Infra Opportunity Fund II TBC",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"ICG Infrastructure Fund II by ICG Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
IFM Core Energy Transition Fund,IFM Core Energy Transition Fund,,buyout,europe,,,,,,,,"$ 3,000 M",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Infrastructure-Renewables and Energy Transition (Core) Stonepeak Global Renewables Fund II $ 5,000 EIP Energy Infrastructure III € 4,000 Octopus Energy Offshore Wind £ 3,000 AIP V € 3,000 Quinbrook Infra III - Net Zero Fund $ 3,000 IFM Core Energy Transition Fund $ 3,000 Macquarie Green ET Solutions $ 2,400 Mirova Energy Transition 6 € 2,200 Luxcara Flaveo V € 2,000 Glenmont Clean Energy Europe IV € 2,000 Macquarie GIG Global Renewables II $ 1,940 Reed Sustainable Infrastructure Fund I € 1,500 CMA CGM Pulse $ 1,500 Greencoat Renewable Income Fund £ 1,000 Prime Green Energy Infra Fund II € 1,000 Ardian Clean Energy Evergreen Fund € 1,000 Gresham House British Sustainable III £ 750 Aquila Energy Infrastructure Fund I € 750 HIH Green Energy Invest € 750 SDCL Green Energy Solutions Fund € 650 Taaleri SolarWind III € 600 Encavis Infrastructure Fund V € 600 L&G NTR Clean Power (Europe) Fund € 584 SWEN Impact Fund for Transition 2 € 583 Tages Helios Net Zero € 554 Reichmuth Sustainable Infrastructure € 500 Sustainable Growth Infrastructure Fund € 500 CR Institutional Infra Multi-Asset Fund II € 500 Impax New Energy Investors IV € 459 ABN AMRO Sustainable Impact Fund € 425 Vortex Energy IV $ 400 NTR Renewable Energy Income Fund II € 306 Épopée Infra Climat I € 300 Conquest Infrastructure Sustainable 2 € 250 Demeter Climate Infrastructure Fund € 250 Helia Renovables IV € 213 Modus Clean Energy Infrastructure Fund € 200 ABN AMRO Energy Transition Fund € 200",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"IFM Core Energy Transition Fund by IFM Core Energy Transition Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
IFM Core Energy Transition Fund,IFM Core Energy Transition Fund,,buyout,europe,,,,,,,,"$ 3,000",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"€ 3,000 | Quinbrook Infra III - Net Zero Fund | $ 3,000 | IFM Core Energy Transition Fund | $ 3,000 | Macquarie Green ET Solutions | $ 2,400 | Mirova Energy Transition 6 | € 2,200",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"IFM Core Energy Transition Fund by IFM Core Energy Transition Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
IFM Global Infrastructure,IFM Global Infrastructure,,buyout,europe,,,,,,,,"$ 57,200",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Ampilo I | SEK 667m | Infrastructure-Generalist (Core) | IFM Global Infrastructure | $ 57,200 | Blackstone Infrastructure Partners | $ 48,600 | JP Morgan Infrastructure Investments | $ 38,400",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"IFM Global Infrastructure by IFM Global Infrastructure is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
IK Small Cap IV Fund,IK Small Cap,,buyout,europe,,,,,,,,€2.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,Hg Mercury 5 €2.5bn GHO Capital IV €2.5bn Ufenau Fund VIII €2.1bn Castik Capital III €2.0bn Nordic Capital Evolution Fund II €2.0bn IK Small Cap IV Fund €2.0bn Main Capital VIII €1.9bn BlackFin Financial Services Fund IV €1.9bn Thoma Bravo Europe Fund €1.8bn Inflexion Partnership Capital III £1.8bn Seven2 MidMarket XI €1.6bn Ambienta IV €1.6bn Rivean Capital Fund VII €1.6bn H.I.G. Europe Capital Partners IV €1.6bn Stirling Square Fifth Fund €1.6bn Livingbridge 8 €1.5bn Charterhouse Capital Partners XII €1.5bn Summit Partners Europe Growth IV €1.4bn Astorg Mid-Cap I €1.3bn Apheon MidCap Buyout VI €1.3bn PAI Mid-Market Fund II €1.2bn Chequers Capital XVIII €1.2bn Investindustrial Growth III €1.1bn Eurazeo PME IV €1.0bn STAR IV €1.0bn MML Partnership Capital Fund VIII €1.0bn Marlin Heritage Europe III €1.0bn Epiris Fund III £1.0bn One Peak Growth IV $1.0bn Trilantic Europe VI €925m Exponent Private Equity Partners V £900m Aspirity Partners I €875m KLAR Partners II €870m Triton Smaller Mid-Cap Fund II €817m Bregal Milestone III €800m G Square Capital V €800m L Catterton Europe V €800m Charme Fund IV €780m Freshstream Fund II €762m Fremman II €750m Preservation Capital Partners Fund III €700m Med - MED IV €650m Riverside Europe Fund VII €600m Argos Mid-Market IX €600m A3C Fund I €600m Volpi Capital Fund III €428m,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"IK Small Cap IV Fund by IK Small Cap is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
IK X Fund,IK,,buyout,europe,,,,,,,,€3.3bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,Ardian Buyout VII €6.5bn Bain Capital Europe VI €6.4bn Triton Fund 6 €5.5bn Med - Platform III €5.0bn BC Partners Fund XII $5.2bn Astorg IX €4.5bn Oakley Capital VI €4.5bn TDR Capital V €4.3bn Waterland Private Equity Fund X €4.0bn Investindustrial VIII €4.0bn CapVest Fund VI €3.9bn Inflexion Buyout Fund VII €3.5bn Montagu VII €3.5bn Five Arrows Principal Investments V €3.5bn TowerBrook Investors VI $4.1bn PSG Europe III €3.3bn IK X Fund €3.3bn Ardian Expansion Fund VI €3.2bn Carlyle Europe Technology Partners V €3.1bn Keensight Nova VII €3.0bn EMK Capital Partners III €3.0bn Eurazeo Capital V €3.0bn Bridgepoint Development Capital V £2.8bn,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"IK X Fund by IK is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
